name,located,registered_on
Meritel Ventures,"1 Irono Avenue jakande Estate Oke-afa, Isolo , Lagos","Registered on Feb 17, 2017agent"
KAY BEE PROPERTY NIG LTD,"No 2 Tanke Ajanaku Street. University Road. Ilorin Kwara States, Kwara","Registered on Feb 17, 2017agent"
Forbes Hagares Global Properties Services Limited,,"Registered on Feb 24, 2017agent"
Felix Anosike,,"Registered on Mar 02, 2017agent"
femi George ,,"Registered on May 09, 2017agent"
Falana Akintola,,"Registered on May 12, 2017agent"
Ubong Pius,"Oshodi Apapa Expressway, Lagos","Registered on May 18, 2017agent"
ADRON Homes and Properties Ltd ,"4 soji adepegba close behind Skye bank off allen avenue ikeja Lagos , Lagos","Registered on Jun 02, 2017agent"
Priscamary onuegbu,"7 flobora close, Lagos","Registered on Jul 19, 2017agent"
Oluwaleye,,"Registered on Jul 16, 2017agent"
Biomat Nigeria,"Akute.., Lagos","Registered on Jul 27, 2017agent"
ABDULKAREEM NURUDEEN,,"Registered on Jul 21, 2017agent"
Viktor the Realtor,"8 Maxwell Ijeh crescent, Aguda, Surulere, Lagos, Lagos","Registered on Feb 01, 2017agent"
Today Real Estate ,"Ibeju-Lekki , Lagos","Registered on Feb 24, 2017agent"
steve okechukwu,,"Registered on Feb 22, 2017agent"
Funsho Oyebowale ,,"Registered on Mar 17, 2017agent"
Erinayo Enterprises,"Flat 475 Ikota Estate Ajah Lekku, Lagos","Registered on Mar 10, 2017agent"
Amicus Lex,"No. 220 muritala mohammed way yaba , Lagos","Registered on May 08, 2017agent"
adeyinka dosumu,,"Registered on May 11, 2017agent"
Ologun olakunle,,"Registered on May 11, 2017agent"
Moni obasesin,,"Registered on Jun 06, 2017agent"
Realty Partners & Co,"6b, Bendel Close , Bishop Aboyade Cole, Victoria Island, Lagos, Lagos","Registered on Jun 01, 2017agent"
Metro and Castle Ltd,"16, Awolowo Road, Ikoyi, Lagos State, Nigeria, Lagos","Registered on Aug 02, 2017agent"
Festus,,"Registered on Aug 08, 2017agent"
jimoh olanrewaju kazeem,,"Registered on Aug 11, 2017agent"
Ajibola,,"Registered on Aug 28, 2017agent"
Riberfra Estate,"Chevron Drive, Lagos","Registered on Sep 21, 2017agent"
Madumelu,,"Registered on Sep 27, 2017agent"
GIG Estate Consultant,,"Registered on Oct 07, 2017agent"
Abner and Gad ltd,"Ikeja, Lagos","Registered on Oct 09, 2017agent"
Titas Properties,Lagos,"Registered on Oct 29, 2017agent"
Akinade Joseph,,"Registered on Nov 08, 2017agent"
Omosewa Alimat Yahya,,"Registered on May 23, 2019agent"
"OLAKA, OLAKA PROPERTIES",,"Registered on Jun 21, 2019agent"
Lagos island realtor,,"Registered on Jun 22, 2019agent"
Vivian Real Estate Agent,,"Registered on Jun 14, 2019agent"
Ayodeji Osibogun,,"Registered on May 21, 2019agent"
Garden of Eden home and properties ,,"Registered on May 22, 2019agent"
Property Wealthors,,"Registered on Jun 19, 2019agent"
Dew Real estate firm ,,"Registered on May 30, 2019agent"
Dominion Onward,,"Registered on Jun 11, 2019agent"
adeyemi henry kehinde,,"Registered on Jul 02, 2019agent"
Diezel avenue,,"Registered on Aug 22, 2019agent"
Ola Oye ,,"Registered on Aug 28, 2019agent"
Awofeso ,,"Registered on Aug 28, 2019agent"
Kay property,,"Registered on Sep 09, 2019agent"
ACHIBIRI CHARLES ,,"Registered on Aug 31, 2019agent"
david anagha,,"Registered on Nov 01, 2019agent"
Cityhomeproperty,,"Registered on Oct 13, 2019agent"
Olarewaju olaoluwa,,"Registered on Oct 14, 2019agent"
Ojimadu Michael,,"Registered on Oct 08, 2019agent"
ozoemena chinonso,,"Registered on Jan 10, 2020agent"
Sodiq Omotoyosi Ganiu,,"Registered on Nov 18, 2019agent"
Hometown properties ,,"Registered on Nov 28, 2019agent"
Renmark Nigeria Limited,,"Registered on Nov 28, 2019agent"
Civil arena properties,,"Registered on Dec 11, 2019agent"
Alstonia Global services lekki ,,"Registered on Jan 27, 2020agent"
Crovation limited,,"Registered on Feb 16, 2020agent"
Folashade magaret,,"Registered on Mar 23, 2020agent"
Banner Homes and Properties,,"Registered on Apr 06, 2020agent"
Olua Jerry ,,"Registered on Apr 10, 2020agent"
Oakhomesng ,,"Registered on Mar 14, 2020agent"
ROYAL EDIFICE PROPERTIES,,"Registered on Mar 06, 2020agent"
Rokaslifestyle ,,"Registered on Apr 15, 2020agent"
Blade Ink,"19 Bishop Kale Close, Victoria Island, Lagos, Lagos","Registered on Jan 08, 2014agent"
Bolu Tokun & Co (VI),Lagos,"Registered on Aug 08, 2014agent"
pheg marathon properties,"suit f 108, shopping complex okota, Lagos","Registered on Aug 19, 2014agent"
McHornson Log Nig Ltd,Lagos,"Registered on Oct 02, 2014agent"
Mr Wasiu,Lagos,"Registered on Sep 01, 2014agent"
Remedy Zealous,"8b, Chris Maduike Drive, Lekki., Lagos","Registered on Mar 20, 2015agent"
Mr Simple,Lagos,"Registered on Jun 30, 2015agent"
J.o properties plus,,"Registered on Feb 25, 2016agent"
Ayodele olufemi israel,,"Registered on Apr 22, 2019agent"
Unity Realtor ,,"Registered on Apr 30, 2019agent"
Ifeoma Joy ,,"Registered on Jun 12, 2019agent"
Adams Mark ,,"Registered on Jun 10, 2019agent"
AVAKALMSRIAN PROPERTY,,"Registered on Jul 02, 2019agent"
MARGARET AKPA & CO,Abuja,"Registered on Jun 19, 2019agent"
Cosmic Proctor Services Limited ,,"Registered on May 23, 2019agent"
Chinwe Chine,,"Registered on Jul 16, 2019agent"
CEO global resources ,,"Registered on Jul 18, 2019agent"
CITYRISE LOGISTICS & HOMES LTD.,,"Registered on Jul 31, 2019agent"
Veritasi homes and properties,,"Registered on Aug 08, 2019agent"
Property Finders Nigeria,,"Registered on Jul 21, 2019agent"
Akintercontinal nig ltd,,"Registered on Sep 03, 2019agent"
SOLTEM ASSETS & RESOURCES LIMITED,,"Registered on Sep 08, 2019agent"
Lily Homes ,,"Registered on Sep 23, 2019agent"
Teebestty,,"Registered on Sep 25, 2019agent"
Olanrewaju Oladapo ,,"Registered on Sep 26, 2019agent"
Clintons homes,,"Registered on Aug 26, 2019agent"
Primeview Properties,,"Registered on Aug 15, 2019agent"
Ayodeji Olakunle ,,"Registered on Oct 08, 2019agent"
Gemtech properties limited,,"Registered on Nov 13, 2019agent"
Jite Titiloye,,"Registered on Nov 01, 2019agent"
Vibra Real Estate Limited,,"Registered on Nov 25, 2019agent"
Idowu Moses & Co,,"Registered on Jan 16, 2020agent"
OLEJ PROPERTIES ,,"Registered on Jan 09, 2020agent"
Smart,,"Registered on Dec 10, 2019agent"
James osuya,,"Registered on Dec 14, 2019agent"
Simon Akatu,,"Registered on Feb 21, 2020agent"
Adron Homes and Properties Limited,,"Registered on Mar 24, 2020agent"
RON Real Estate Of Nigeria,,"Registered on Mar 15, 2020agent"
Michael . I .N ,,"Registered on Mar 05, 2020agent"
Greycal Limited ,,"Registered on Apr 28, 2020agent"
mr sylvanus akpan,"90 norman williams off keffi road, Lagos","Registered on Aug 01, 2013agent"
mr patrick,"ojodu, Lagos","Registered on Jul 18, 2013agent"
olu ajao real estate consultant,Lagos,"Registered on Jan 10, 2014agent"
Y. O Kehinde & Co,Lagos,"Registered on Feb 06, 2014agent"
Oluode,Lagos,"Registered on Feb 20, 2014agent"
future development real estate limited,Lagos,"Registered on Jun 16, 2014agent"
social nent property,Lagos,"Registered on Jun 25, 2014agent"
Intergrity Gardens,"1, adeyemo alakija street Ikeja, Lagos","Registered on Dec 01, 2014agent"
Mr Kazeem,Lagos,"Registered on Mar 18, 2015agent"
A2 REAL MART OPTIONS,Lagos,"Registered on May 26, 2015agent"
markpeter,,"Registered on Sep 22, 2015agent"
Property Owners,"65, Ajiran Rd, Agungi, Lekki, Lagos","Registered on Jan 26, 2016agent"
Ani properties,"512 road B close House 17 festac town, Lagos","Registered on Jul 15, 2016agent"
Kalyteros Nigeria Limited ,"13 Adebisi Close , Lagos","Registered on Jul 27, 2016agent"
AKINOGUN REALTY,"6,BABSKAZEEM STREET,OBANIKORO,LAGOS., Lagos","Registered on Aug 09, 2016agent"
Wisecomrealty,,"Registered on Aug 23, 2016agent"
SUNBO ONITIRI & COMPANY,,"Registered on Aug 23, 2016agent"
Jibodu Olanipekun,,"Registered on Sep 02, 2016agent"
Evertop Realties,"1 ashabi cole street , Lagos","Registered on Sep 22, 2016agent"
HUMANNEST LIMITED,"Plot 22 idowu taylor, Lagos","Registered on Oct 01, 2016agent"
HallyServ Properties,,"Registered on Sep 26, 2016agent"
King Ayomide Homes,,"Registered on Oct 21, 2016agent"
Adewoye olumide,,"Registered on Oct 18, 2016agent"
wellstone,,"Registered on Nov 03, 2016agent"
Landmark Corporate Realty Ltd,Ogun,"Registered on Nov 29, 2016agent"
Philip Anayochukwugozie,Rivers,"Registered on Dec 09, 2016agent"
McSAMCHIS QSV LTD,"165 Airport Road Port Harcourt, Rivers","Registered on Dec 09, 2016agent"
oby ,,"Registered on Jan 27, 2017agent"
PROPERTY WITH EASE,,"Registered on Jan 25, 2020agent"
Max Homes and Asset,,"Registered on Jan 22, 2020agent"
WIGATAP CONSULTANTS LIMITED,,"Registered on Jan 13, 2020agent"
John kenny,,"Registered on Feb 21, 2020agent"
David chika,,"Registered on Mar 20, 2020agent"
Ademola Oladayo,,"Registered on Mar 29, 2020agent"
Alvan Nwankwo,,"Registered on Mar 31, 2020agent"
Jarman properties ,,"Registered on Apr 25, 2020agent"
J . 0 ADEYEMI & CO,Lagos,"Registered on May 28, 2013agent"
Solicitor,"Adeyinka Allen, shogunde Oshodi , Lagos","Registered on Aug 28, 2013agent"
Mr Gbenga Agent,Lagos,"Registered on Feb 10, 2014agent"
THE GLORY-LAW HOUSE LTD,Lagos,"Registered on Feb 05, 2014agent"
Dreetech LTD,Lagos,"Registered on Apr 02, 2014agent"
Alhaji Tanimowo,"sonola, Lagos","Registered on May 23, 2014agent"
Emmanuel OKafor,,"Registered on Aug 14, 2014agent"
Jide Taiwo,Lagos,"Registered on Aug 08, 2014agent"
"Unaeze, Unaeze & Co.","59A, Western Avenue, Ojuelegba, Surulere. Lagos, Lagos","Registered on Nov 14, 2014agent"
Emijo Properties,Lagos,"Registered on Nov 26, 2014agent"
mr olanrewaju adeniyi,Lagos,"Registered on Feb 07, 2015agent"
David,Lagos,"Registered on Jan 19, 2015agent"
Onyx Architects /properties ,"No 5 Diya street Gbagada , Lagos","Registered on Sep 24, 2018agent"
Sammyjay Daniels,,"Registered on Oct 17, 2018agent"
Almos Global Services Limited,,"Registered on Sep 10, 2018agent"
Profitable Estates and Projects Limited,Lagos,"Registered on Sep 04, 2018agent"
David Olanrewaju,,"Registered on Oct 05, 2018agent"
Apex Hill Realtors,Lagos,"Registered on Nov 17, 2018agent"
Elizabeth Afolabi,,"Registered on Oct 30, 2018agent"
Mike Adilieme & Co,,"Registered on Dec 05, 2018agent"
Royalty Associates,,"Registered on Dec 05, 2018agent"
oolrealty,,"Registered on Feb 07, 2019agent"
Courage Nnamdi,,"Registered on Jan 09, 2019agent"
UZOCHUKWU CHIAMAKA EUCHARIA,,"Registered on Mar 05, 2019agent"
ho,,"Registered on Mar 29, 2019agent"
solid foundation estates,,"Registered on Mar 13, 2019agent"
Ozera Tivona,,"Registered on Apr 04, 2019agent"
Agent 1,"36A Toyin Street, Lagos","Registered on May 02, 2019agent"
Ejiofor Benedict,,"Registered on Apr 25, 2019agent"
Ayobami bammy,,"Registered on Jun 07, 2019agent"
Abigail Jones,,"Registered on Jun 14, 2019agent"
Belltoun Property Development Ltd,,"Registered on Jun 17, 2019agent"
Nooks And Crannies Realtors Limited,,"Registered on Jul 31, 2019agent"
Shalom property links,,"Registered on Jul 24, 2019agent"
Cleantownhomes,,"Registered on Jul 06, 2019agent"
Sarah omogiate,,"Registered on Aug 03, 2019agent"
Prince,,"Registered on Sep 15, 2019agent"
Madem properites ,,"Registered on Sep 17, 2019agent"
Mcwilliams chiemeria Chukwudi ,,"Registered on Aug 19, 2019agent"
IKEORA PRINCE,,"Registered on Sep 20, 2019agent"
Legit Properties and Investment,,"Registered on Oct 08, 2019agent"
Olatunde Babatunde Isaac,,"Registered on Nov 09, 2019agent"
Quick property Ltd,,"Registered on Nov 10, 2019agent"
Bodewole Realtors ,,"Registered on Nov 16, 2019agent"
Udeani Bonaventure,,"Registered on Jan 12, 2020agent"
Ng excel global resources limited ,,"Registered on Feb 14, 2020agent"
Benneth Opone,,"Registered on Feb 07, 2020agent"
Afunogu Kenechi Oremus ,,"Registered on Feb 08, 2020agent"
RealEstateDiva,,"Registered on Feb 10, 2020agent"
Osuagwu C Beauty,,"Registered on Feb 04, 2020agent"
victoria bello,,"Registered on Feb 06, 2020agent"
Billionaire Realtors Group,,"Registered on Jan 18, 2020agent"
Inj Real Estate Company ,"Landbridge, Lagos","Registered on Sep 22, 2015agent"
Subcity Limited,"9/11, Ojodu Estate, Lagos","Registered on Mar 29, 2016agent"
lanre lawal ,,"Registered on Jul 18, 2016agent"
Meridian Luxury Park Estate,"Awowaya , Lagos","Registered on Jul 01, 2016agent"
Mr Efe Tome,,"Registered on Jul 18, 2016agent"
Afuequo Enterprises Properties,"21 Biaduo Street, Ikoyi, Lagos","Registered on Sep 27, 2016agent"
Danube Properties llc Dubai,"Sheikh Zayed Road, Al Barsha 1, Lagos","Registered on Oct 05, 2016agent"
Stacia land and homes consult," ehi str aguda, Lagos","Registered on Oct 08, 2016agent"
pulsate nig. ltd ,"olubadan way catapiller area , Oyo","Registered on Oct 12, 2016agent"
salami properties,"no 1 salami street iwaya yaba , Lagos","Registered on Oct 25, 2016agent"
Oshiyoye Olushola,,"Registered on Oct 17, 2016agent"
Demacs Properties,"flat4, block 6, glorycourt estate, behind RCCG Camp, Ogun","Registered on Oct 18, 2016agent"
Obasanjo Lawal and Associates,Lagos,"Registered on Oct 31, 2016agent"
Oluwole Sean,,"Registered on Dec 04, 2016agent"
crystal home and properties,"abIjo GRA, Ibeju lekki, Lagos","Registered on Mar 15, 2017agent"
Adekanmi Adebola ,Lagos,"Registered on May 12, 2017agent"
Walse Luxury and properties,"9 Henry Oghoore Ajah Lagos, Lagos","Registered on Jun 29, 2017agent"
jude,,"Registered on Jul 04, 2017agent"
Sesh& sons Estate Agent,"27,Oki Road,Iyana ipaja,Lagos, Lagos","Registered on Jul 06, 2017agent"
Flawless Afrique,,"Registered on Sep 03, 2017agent"
Gidi Homes,"Lekki, Oyo","Registered on Aug 28, 2017agent"
Christal Homes,"3/9, Olu Koleosho Street, Off Medical Road, Mokland Plaza, ikeja Lagos, Lagos","Registered on Sep 02, 2017agent"
Moses Onyebuchi,,"Registered on Oct 05, 2017agent"
ijebor Ebaghelu,,"Registered on Oct 23, 2017agent"
Naijarable ,"Paulychukwueke Street akwakuma , Imo","Registered on Nov 21, 2017agent"
2bee property consultant,,"Registered on Nov 21, 2017agent"
Kings' Homes & Properties,"Lokogoma, Abuja","Registered on Nov 21, 2017agent"
QUCORE LTD,,"Registered on Nov 23, 2017agent"
ohams realty ltd (33842),,"Registered on Nov 23, 2017agent"
STERLING HOMES LTD (61814),,"Registered on Nov 23, 2017agent"
Ebony Properties,,"Registered on Nov 23, 2017agent"
olusegun david,,"Registered on Jan 16, 2018agent"
Crown-Square Realtor,"15, Olowo street., Lagos","Registered on Feb 05, 2018agent"
OLUTOLA TITUS,,"Registered on Feb 01, 2018agent"
tayo amuko,,"Registered on Feb 03, 2018agent"
Tony Edo,,"Registered on Feb 03, 2018agent"
Victor Awoyemi,,"Registered on Feb 11, 2018agent"
filmorealty,"2-6 onitana street, off mobolaji Johnson , Lagos","Registered on Feb 13, 2018agent"
Centerspot solutions/ realproperty mall,,"Registered on Mar 01, 2018agent"
Nicholas Olaniyi Awaye ,,"Registered on Feb 28, 2018agent"
Royal Priesthood Int'l Ltd,,"Registered on Mar 06, 2018agent"
Jesulowo Akinwale Zaccheas,,"Registered on Mar 06, 2018agent"
Rodam properties ,,"Registered on Mar 28, 2018agent"
Hitlab Properties,"43 Kudirat Abiola Way, Oregun, Ikeja, Lagos","Registered on Mar 29, 2018agent"
Olabode Ojo,,"Registered on Apr 16, 2018agent"
MESHACH DAISI,,"Registered on May 28, 2018agent"
Kayode Akin,,"Registered on Jun 10, 2018agent"
Ayeye and company Estate surveyors and valuers,,"Registered on Jun 08, 2018agent"
Gazella Properties,,"Registered on Jun 21, 2018agent"
Aniekeme Anyanwu,,"Registered on Jul 25, 2018agent"
buildconcept solutions,"FCT, Abuja","Registered on Aug 20, 2018agent"
soenl enterprises nig ltd,"NO6, onihale road,ilepa street akoko,ifo , Ogun","Registered on Jul 11, 2018agent"
Amerison Onorose Nig. Ltd,,"Registered on Sep 10, 2018agent"
Rochester Home & Properties ,Ogun,"Registered on Oct 23, 2018agent"
victory homes properties,,"Registered on Oct 16, 2018agent"
Beardedemperor ,,"Registered on Oct 18, 2018agent"
Landwey,,"Registered on Sep 18, 2018agent"
Ontario Pag Business Ventures ,"Ontario Avenue , Ogun","Registered on Nov 29, 2018agent"
ALEXANDER IGBORI CONSULTING,"House 10, Nibi Komonibo Street, Budo Peninsula Estate Phase 2 (Beside Conoil Filling Station), Ajah, Lagos., Lagos","Registered on Dec 03, 2018agent"
JRE PROPERTIES SERVICES ,"General obada Street , Delta","Registered on Dec 09, 2018agent"
Ola Autos and Property,"107,Ibadan road,Ijebu Ode, Ogun","Registered on Dec 14, 2018agent"
Bunmi Kuti,,"Registered on Nov 12, 2018agent"
Crownown Associates Properties Ltd,,"Registered on Nov 20, 2018agent"
Big homes ,"Plot 903 jahi district, Abuja","Registered on Nov 11, 2018agent"
MCLUMENS LIMTED ,,"Registered on Oct 29, 2018agent"
Paschal Properties Limited,"House 87, Drive 2, Prince and Princess Estate Gudu District, FCT-Abuja., Abuja","Registered on Oct 31, 2018agent"
Chyheroine Via ,,"Registered on Nov 02, 2018agent"
Righthill Properties limited,,"Registered on Jan 15, 2019agent"
Ugo Gloria ,,"Registered on Feb 20, 2019agent"
Kest Properties ,,"Registered on Feb 03, 2019agent"
EFFICACY CONSTRUCTION COMPANY.,,"Registered on Mar 05, 2019agent"
Babatunde Jinadu,,"Registered on Mar 22, 2019agent"
GRACIOUS REALTORS,,"Registered on Mar 19, 2019agent"
Seat of wisdom consult ,,"Registered on Apr 10, 2019agent"
Bosah Ikechukwu ,,"Registered on May 14, 2019agent"
Henrietta,,"Registered on May 08, 2019agent"
Adron homes& properties,,"Registered on May 08, 2019agent"
Festus omo,,"Registered on May 14, 2019agent"
Bolarinwa Fasakin,,"Registered on May 16, 2019agent"
Destrut Global Services,,"Registered on Jun 25, 2019agent"
Aniche Kelechi,,"Registered on Jul 30, 2019agent"
Switchlanes investment limited,,"Registered on Jul 31, 2019agent"
CNA Prime Limited,,"Registered on Aug 15, 2019agent"
S M properties ,,"Registered on Aug 09, 2019agent"
Nehemiah Ochenjele,,"Registered on Jul 23, 2019agent"
Fischer Global Enterprises Limited,,"Registered on Sep 21, 2019agent"
Estate Reps,,"Registered on Aug 28, 2019agent"
Omoyele Olubukola,,"Registered on Sep 03, 2019agent"
Greymond shelters Ltd ,,"Registered on Aug 20, 2019agent"
Fairfax Realty,,"Registered on Sep 23, 2019agent"
Rafat Eraga,,"Registered on Oct 29, 2019agent"
Patience Oshiogwe,,"Registered on Nov 13, 2019agent"
Adeoye oluwatimilehin,,"Registered on Nov 06, 2019agent"
Echem properties,,"Registered on Nov 20, 2019agent"
Tobi Smart-Cole,,"Registered on Nov 23, 2019agent"
D207,,"Registered on Nov 26, 2019agent"
segun Oladipupo,,"Registered on Nov 27, 2019agent"
Moses opm,,"Registered on Nov 28, 2019agent"
A & B Properties,,"Registered on Dec 01, 2019agent"
Homeawayng,,"Registered on Jan 08, 2020agent"
Michael Odeh,,"Registered on Jan 14, 2020agent"
ade realtors,,"Registered on Jan 11, 2020agent"
Emmanuel Ibrahim,,"Registered on Dec 12, 2019agent"
Island Castles,,"Registered on Dec 16, 2019agent"
Emerald consultancy,,"Registered on Dec 20, 2019agent"
Afam Brian,,"Registered on Feb 02, 2020agent"
Saint Charles,,"Registered on Feb 12, 2020agent"
Kemot Bridge Nig Ltd,,"Registered on Feb 26, 2020agent"
Co2 Heavens Property BN 3438036,,"Registered on Feb 28, 2020agent"
Aminu adekola,,"Registered on Mar 21, 2020agent"
Ugwuoke Arinze Noel,,"Registered on Apr 22, 2020agent"
Rainbow Integrated Consults,,"Registered on Apr 30, 2020agent"
spromak limited,,"Registered on Jun 02, 2022agent"
GZP REALTY NETWORK ,Lagos,"Registered on Jun 17, 2013agent"
olubusayo ojo,Lagos,"Registered on May 08, 2013agent"
lakan/davify real estate,"abayomi owulade, Lagos","Registered on Jun 26, 2013agent"
Mr Femi,"Rd 21, B Close, House 8, Festac town, Lagos","Registered on Nov 07, 2013agent"
whitehawk investment limited,Lagos,"Registered on Dec 17, 2013agent"
Landmark Reality Consult,"17, ajasa street off king george road, Lagos","Registered on Feb 06, 2014agent"
Muri Adi Associates,Lagos,"Registered on Mar 28, 2014agent"
Taiwo Titilayo Olayinka,,"Registered on Feb 23, 2020agent"
Ade-Links Homes & Partners,,"Registered on Feb 08, 2020agent"
YINUSA ALADE,,"Registered on Feb 15, 2020agent"
Ochei Chukwudi joshua,,"Registered on Mar 26, 2020agent"
Adikz Joshua,,"Registered on Mar 16, 2020agent"
PWANGROUP,,"Registered on Mar 17, 2020agent"
Vera Okoro,,"Registered on Apr 13, 2020agent"
realhephziba-ITC Limited,,"Registered on Apr 14, 2020agent"
Olutoyl and Co.,Lagos,"Registered on Apr 17, 2013agent"
T-brown,"alhaji street, off alhaji abass, Lagos","Registered on Aug 15, 2013agent"
Gatus Property,"59, Owolabi Bayo street, Ago palace, Okota, , Lagos","Registered on Sep 18, 2013agent"
Bolu-tokun and Co,Lagos,"Registered on Nov 28, 2013agent"
Crestrade Limited,Lagos,"Registered on Feb 15, 2014agent"
Mr christian akoka,Lagos,"Registered on Feb 21, 2014agent"
Agent Olalekan,"olorunlogbon street, Lagos","Registered on Aug 20, 2014agent"
iwel properties,"2 newhall str, Lagos","Registered on Sep 25, 2014agent"
fourmodel city estate,Lagos,"Registered on Feb 12, 2015agent"
Property 4 all,"property 4 all Nig. Limited, Lekki, Lagos state, Lagos","Registered on Jul 04, 2016agent"
Emmaphilly investment nig limited,"93 ogudu rd gra lagos , Lagos","Registered on Jul 22, 2016agent"
Galaxy Properties LTD,"11, celestial avenue okeira ogba ikeja Lagos, Lagos","Registered on Jul 23, 2016agent"
Vestril Limited,,"Registered on Aug 31, 2016agent"
Elmways Properties,"allen, ikeja, Lagos","Registered on Oct 07, 2016agent"
Uche,,"Registered on Oct 05, 2016agent"
Sherrylyn Property Development Limited,"Plot 1014, Samuel Ademulegun Street, Off Muhammadu Buhari Way, CBD, , Abuja","Registered on Oct 06, 2016agent"
Iyke Godspower,,"Registered on Jan 21, 2018agent"
Omowunmi ,,"Registered on Nov 22, 2016agent"
Inyang Patrick George,Abuja,"Registered on Nov 23, 2016agent"
landmark corporate realty ltd ,"47a abba Johnson adeniyi jones ikeja, Lagos","Registered on Dec 26, 2016agent"
Dipo Adekanmbi,,"Registered on Jan 17, 2017agent"
Sesan Shobowale,,"Registered on Feb 24, 2017agent"
Unique Properties Enterprise,"powerline road Atkins ajah, Lagos","Registered on Feb 16, 2017agent"
paradise home properties,"No 22b George essien Udom, Magodo G.R.A phase2 Lagos nigeria., Lagos","Registered on Mar 03, 2017agent"
CHRISTAL HOMES,"No 3 olukoleosho street ikeja, lagos, Lagos","Registered on Mar 01, 2017agent"
Awolusi kehinde,,"Registered on May 22, 2017agent"
Deji,,"Registered on Jun 01, 2017agent"
Alao Mathew,,"Registered on Jun 19, 2017agent"
Ezeanyika Emmanuela ,,"Registered on Jun 23, 2017agent"
Rabbitfoot,"Apple, Lagos","Registered on Jun 23, 2017agent"
Olajide Ogunbambo Properties & Enterprises,"17, Sina Ogunbambo str., new oko-oba, Agege, Lagos, Lagos","Registered on Jun 24, 2017agent"
Fakunle,,"Registered on Jul 08, 2017agent"
Adam,,"Registered on Jul 12, 2017agent"
Houseland Properties,"North South, Kaduna","Registered on Jan 19, 2018agent"
Afolayan Moses ,,"Registered on Jan 27, 2018agent"
eminowon Michael,,"Registered on Jan 24, 2018agent"
Samson chinedu properties,"Gwarinpa estate block c, Abuja","Registered on Feb 23, 2018agent"
Bayo Adams,,"Registered on Feb 18, 2018agent"
Ekene Emmanuel Ekeoba ,,"Registered on Feb 20, 2018agent"
Olatunji homes,"Atlantic view estate , Lagos","Registered on Mar 06, 2018agent"
test change,"Badore, Lagos","Registered on Mar 20, 2018agent"
Victor Chidi,,"Registered on Mar 20, 2018agent"
morebless estate agent,"No 4 samuel marizu street igando Lagos, Lagos","Registered on Apr 06, 2018agent"
Jim's ,,"Registered on Apr 09, 2018agent"
Abayomi johnson,,"Registered on Apr 10, 2018agent"
Seyi Oguntuyo,,"Registered on Apr 20, 2018agent"
Korede Gift,,"Registered on Apr 19, 2018agent"
Bamimore Akeem Adedayo,,"Registered on Apr 16, 2018agent"
Rixon Consulting,"197, Bamgbose Street, Lagos Island, Lagos","Registered on May 07, 2018agent"
BLESSING CHIJIOKE,,"Registered on May 03, 2018agent"
oyekola deji,,"Registered on Apr 30, 2018agent"
Christian Akanonu ,,"Registered on May 04, 2018agent"
Mr Damilola,,"Registered on Jul 18, 2016agent"
harriman&co,"76 adeniyi jones ikeja, Lagos","Registered on Aug 23, 2016agent"
Xbridge ,"2A, ALABI STREET, OFF TOYIN STREET, IKEJA, LAGOS, Lagos","Registered on Sep 01, 2016agent"
Prime Metro Properties,,"Registered on Oct 06, 2016agent"
Baowcero Nigeria Limited,Oyo,"Registered on Nov 14, 2016agent"
Ace consult group,"sambosh, Lagos","Registered on Nov 19, 2016agent"
OCIMU Properties ltd,"Bode Thomas, Lagos","Registered on Nov 28, 2016agent"
Adebowale Kelani,,"Registered on Nov 29, 2016agent"
eeHubNigeria,"3,ijaiye road, opp mobil filling station/Mr biggs ,ogba ijaiye, Lagos","Registered on Feb 13, 2017agent"
Nest Maison Int'l,"Glover Street, Lagos","Registered on Feb 24, 2017agent"
GardenCiti Consulting Agency,"No. 4b NvuIke (RD) off Okporo road Port harcourt, River State, Rivers","Registered on Apr 05, 2017agent"
TYJ PROPERTIES LIMITED,"5 Ase Street Sewage Jakande Estate Isolo, Lagos","Registered on Mar 21, 2017agent"
PJN,,"Registered on Mar 29, 2017agent"
Pishon Properties Ltd,"2, Akinwale Street, Off Yaya Abatan, Lagos","Registered on Apr 27, 2017agent"
Akanni Abiola,,"Registered on May 08, 2017agent"
The Paradise Estate,"chevron drive, Lagos","Registered on May 26, 2017agent"
Henshaw Ebhodaghe,,"Registered on May 11, 2017agent"
Omowunmi Ibrahim,,"Registered on Jul 06, 2017agent"
I A S Real estate,,"Registered on Jul 12, 2017agent"
bankole adedoyin,,"Registered on Jul 18, 2017agent"
Oluwasegun Alao,,"Registered on Aug 30, 2017agent"
Okereke Anthonia,,"Registered on Sep 18, 2017agent"
LA Reel Property Seekers,"LASU -ISHERI Express way, Igando,Lagos, Lagos","Registered on Sep 21, 2017agent"
Easy-homes,"20 olarewaju street off ishashi akute, Ogun","Registered on Oct 10, 2017agent"
HeyGee,"new airport road alakia ibadan, Oyo","Registered on Oct 21, 2017agent"
Evelyn Edumoh,Lagos,"Registered on Oct 27, 2017agent"
Eniayeye Olusola Femi,Lagos,"Registered on Nov 08, 2017agent"
Gatehill Properties & Designs,"[email protected], Lagos","Registered on Nov 21, 2017agent"
Dstevens Ventures,,"Registered on Nov 23, 2017agent"
Owoeye Properties Estate Agent,,"Registered on Nov 21, 2017agent"
